expert_rank,expert_zh,expert_en,title,material_type,year,primary_concept,concept_slugs,authors,publisher,container_title,source_url,source_title,source_type,doi,isbn13,openlibrary_key,google_books_id,evidence_level,api_enriched,notes_zh
91,華特・迪默,Walter Deemer,Deemer on Technical Analysis,book,2012,trend-following,trend-following;breadth;sentiment,Walter Deemer,,,https://openlibrary.org/works/OL16215782W,Deemer on technical analysis,book_catalog,,,/works/OL16215782W,,high,yes,長期市場技術分析師，著作與 Market Memos 檔案適合作為近代市場評論文獻。
91,華特・迪默,Walter Deemer,Market Memos,archive,1966,trend-following,trend-following;breadth;sentiment,Walter Deemer,,,https://www.walterdeemer.com/,Market Memos,web_reference,,,,,medium,no,長期市場技術分析師，著作與 Market Memos 檔案適合作為近代市場評論文獻。
91,華特・迪默,Walter Deemer,https://www.walterdeemer.com/,source,,trend-following,trend-following;breadth;sentiment,,,,https://www.walterdeemer.com/,https://www.walterdeemer.com/,web_reference,,,,,medium,seed_source,長期市場技術分析師，著作與 Market Memos 檔案適合作為近代市場評論文獻。
91,華特・迪默,Walter Deemer,https://deemermarketmemos.com/,source,,trend-following,trend-following;breadth;sentiment,,,,https://deemermarketmemos.com/,https://deemermarketmemos.com/,web_reference,,,,,medium,seed_source,長期市場技術分析師，著作與 Market Memos 檔案適合作為近代市場評論文獻。
92,內德・戴維斯,Ned Davis,Being Right or Making Money,book,1991,breadth,breadth;sentiment;evidence-based-ta,Ned Davis,,,https://info.ndr.com/ndr-signals/which-indicators-should-i-follow,Being Right or Making Money,book_reference,,,,,medium,no,Ned Davis Research 長期以廣度、情緒、總體與技術模型做市場研究，適合指標集合與量化研究分類。
92,內德・戴維斯,Ned Davis,The Research Driven Investor,book,2000,breadth,breadth;sentiment;evidence-based-ta,Ned Davis,,,https://info.ndr.com/ndr-signals/which-indicators-should-i-follow,The Research Driven Investor,book_reference,,,,,medium,no,Ned Davis Research 長期以廣度、情緒、總體與技術模型做市場研究，適合指標集合與量化研究分類。
92,內德・戴維斯,Ned Davis,https://info.ndr.com/ndr-signals/which-indicators-should-i-follow,source,,breadth,breadth;sentiment;evidence-based-ta,,,,https://info.ndr.com/ndr-signals/which-indicators-should-i-follow,https://info.ndr.com/ndr-signals/which-indicators-should-i-follow,web_reference,,,,,medium,seed_source,Ned Davis Research 長期以廣度、情緒、總體與技術模型做市場研究，適合指標集合與量化研究分類。
92,內德・戴維斯,Ned Davis,https://www.amazon.com/Being-Right-Making-Money-Davis/dp/1118992067,source,,breadth,breadth;sentiment;evidence-based-ta,,,,https://www.amazon.com/Being-Right-Making-Money-Davis/dp/1118992067,https://www.amazon.com/Being-Right-Making-Money-Davis/dp/1118992067,book_catalog,,,,,medium,seed_source,Ned Davis Research 長期以廣度、情緒、總體與技術模型做市場研究，適合指標集合與量化研究分類。
92,內德・戴維斯,Ned Davis,https://books.google.com/books/about/Being_Right_or_Making_Money.html?id=wLhYBQAAQBAJ,source,,breadth,breadth;sentiment;evidence-based-ta,,,,https://books.google.com/books/about/Being_Right_or_Making_Money.html?id=wLhYBQAAQBAJ,https://books.google.com/books/about/Being_Right_or_Making_Money.html?id=wLhYBQAAQBAJ,book_catalog,,,,,medium,seed_source,Ned Davis Research 長期以廣度、情緒、總體與技術模型做市場研究，適合指標集合與量化研究分類。
92,內德・戴維斯,Ned Davis,https://info.ndr.com/ndr-signals,source,,breadth,breadth;sentiment;evidence-based-ta,,,,https://info.ndr.com/ndr-signals,https://info.ndr.com/ndr-signals,web_reference,,,,,medium,seed_source,Ned Davis Research 長期以廣度、情緒、總體與技術模型做市場研究，適合指標集合與量化研究分類。
93,傑森・戈普弗特,Jason Goepfert,"Mutual Fund Cash Reserves, The Risk-Free Rate, and Stock Market Performance",paper,2004,sentiment,sentiment;breadth;evidence-based-ta,Maury R. Randall; David Y. Suk; Stephen W. Tully,With Intelligence LLC,The Journal of Investing,https://doi.org/10.3905/joi.2003.319537,Mutual Fund Cash Flows and Stock Market Performance,academic_paper,10.3905/joi.2003.319537,,,,high,yes,2004 Charles H. Dow Award 得主，長期研究投資人情緒與市場統計。
93,傑森・戈普弗特,Jason Goepfert,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,source,,sentiment,sentiment;breadth;evidence-based-ta,,,,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,award_or_professional,,,,,high,seed_source,2004 Charles H. Dow Award 得主，長期研究投資人情緒與市場統計。
94,巴夫・多米爾,Buff Dormeier,Price and Volume: Digging Deeper,paper,2007,volume-analysis,volume-analysis;breadth;evidence-based-ta,Buff Dormeier,Springer Science and Business Media LLC,Nature Geoscience,https://doi.org/10.1038/ngeo747,Digging deeper,academic_paper,10.1038/ngeo747,,,,high,yes,2007 Charles H. Dow Award 得主，量價與成交量分析著作具資料庫價值。
94,巴夫・多米爾,Buff Dormeier,Investing with Volume Analysis,book,2011,volume-analysis,volume-analysis;breadth;evidence-based-ta,Buff Dormeier,,,https://openlibrary.org/works/OL16011385W,Investing with volume analysis,book_catalog,,,/works/OL16011385W,,high,yes,2007 Charles H. Dow Award 得主，量價與成交量分析著作具資料庫價值。
94,巴夫・多米爾,Buff Dormeier,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,source,,volume-analysis,volume-analysis;breadth;evidence-based-ta,,,,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,award_or_professional,,,,,high,seed_source,2007 Charles H. Dow Award 得主，量價與成交量分析著作具資料庫價值。
95,安德魯・思拉舍,Andrew Thrasher,Forecasting a Volatility Tsunami,paper,2017,volatility,volatility;sentiment;breadth,"Andrew Thrasher, CMT",Elsevier BV,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.2949847,Forecasting a Volatility Tsunami,academic_paper,10.2139/ssrn.2949847,,,,high,yes,兩度 Charles H. Dow Award 相關得主/研究者，波動率與市場風險研究值得收錄。
95,安德魯・思拉舍,Andrew Thrasher,The 5% Canary,paper,2023,volatility,volatility;sentiment;breadth,Andrew Thrasher,State University of New York Press,Water Drops,https://doi.org/10.2307/jj.18376987.71,Canary,academic_paper,10.2307/jj.18376987.71,,,,high,yes,兩度 Charles H. Dow Award 相關得主/研究者，波動率與市場風險研究值得收錄。
95,安德魯・思拉舍,Andrew Thrasher,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,source,,volatility,volatility;sentiment;breadth,,,,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,award_or_professional,,,,,high,seed_source,兩度 Charles H. Dow Award 相關得主/研究者，波動率與市場風險研究值得收錄。
96,亞歷克斯・斯皮羅格魯,Alex Spiroglou,MACD-V: Volatility Normalised Momentum,paper,2022,macd,macd;volatility;momentum,Alex Spiroglou,Elsevier BV,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4099617,MACD-V: Volatility Normalised Momentum,academic_paper,10.2139/ssrn.4099617,,,,high,yes,2022 Charles H. Dow Award 得主，將 MACD 轉為波動標準化動量框架。
96,亞歷克斯・斯皮羅格魯,Alex Spiroglou,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,source,,macd,macd;volatility;momentum,,,,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,award_or_professional,,,,,high,seed_source,2022 Charles H. Dow Award 得主，將 MACD 轉為波動標準化動量框架。
97,拉爾夫・文斯,Ralph Vince,The Mathematics of Money Management,book,1992,breadth,breadth;systems-trading;evidence-based-ta,Ralph Vince,,,https://openlibrary.org/works/OL3503409W,The mathematics of money management,book_catalog,,,/works/OL3503409W,,high,yes,資金管理與風險數學作者，2024 Dow Award 研究把每日新低數作為市場廣度訊號。
97,拉爾夫・文斯,Ralph Vince,The Ripple Effect of Daily New Lows,paper,2024,breadth,breadth;systems-trading;evidence-based-ta,Yin-Wong Cheung,Elsevier BV,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.897900,An Empirical Model of Daily Highs and Lows,academic_paper,10.2139/ssrn.897900,,,,high,yes,資金管理與風險數學作者，2024 Dow Award 研究把每日新低數作為市場廣度訊號。
97,拉爾夫・文斯,Ralph Vince,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,source,,breadth,breadth;systems-trading;evidence-based-ta,,,,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,award_or_professional,,,,,high,seed_source,資金管理與風險數學作者，2024 Dow Award 研究把每日新低數作為市場廣度訊號。
98,蓋瑞・安東納奇,Gary Antonacci,Dual Momentum Investing,book,2014,momentum,momentum;trend-following;relative-strength,Gary Antonacci,,,https://openlibrary.org/works/OL19764608W,Dual momentum investing,book_catalog,,,/works/OL19764608W,,high,yes,動量投資作者，2025 Charles H. Dow Award 共同得主，適合動量與產業趨勢研究分類。
98,蓋瑞・安東納奇,Gary Antonacci,A Century of Profitable Industry Trends,paper,2025,momentum,momentum;trend-following;relative-strength,Carlo Zarattini; Gary Antonacci,Elsevier BV,,https://doi.org/10.2139/ssrn.4857230,A Century of Profitable Industry Trends,academic_paper,10.2139/ssrn.4857230,,,,high,yes,動量投資作者，2025 Charles H. Dow Award 共同得主，適合動量與產業趨勢研究分類。
98,蓋瑞・安東納奇,Gary Antonacci,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,source,,momentum,momentum;trend-following;relative-strength,,,,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,award_or_professional,,,,,high,seed_source,動量投資作者，2025 Charles H. Dow Award 共同得主，適合動量與產業趨勢研究分類。
99,安德魯・羅,Andrew W. Lo,Foundations of Technical Analysis,paper,2000,evidence-based-ta,evidence-based-ta;chart-patterns;backtesting,Wanying Wang,Nanyang Technological University,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=228099,Economic foundations of technical analysis,paper_reference,10.32657/10356/55293,,,,medium,yes,將技術分析型態以計算演算法與統計推論研究，是學術文獻中的代表人物。
99,安德魯・羅,Andrew W. Lo,The Evolution of Technical Analysis,book,2010,evidence-based-ta,evidence-based-ta;chart-patterns;backtesting,Andrew W. Lo,,,https://openlibrary.org/works/OL15617065W,The evolution of technical analysis,book_catalog,,,/works/OL15617065W,,high,yes,將技術分析型態以計算演算法與統計推論研究，是學術文獻中的代表人物。
99,安德魯・羅,Andrew W. Lo,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=228099,source,,evidence-based-ta,evidence-based-ta;chart-patterns;backtesting,,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=228099,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=228099,web_reference,,,,,medium,seed_source,將技術分析型態以計算演算法與統計推論研究，是學術文獻中的代表人物。
99,安德魯・羅,Andrew W. Lo,https://ideas.repec.org/p/nbr/nberwo/7613.html,source,,evidence-based-ta,evidence-based-ta;chart-patterns;backtesting,,,,https://ideas.repec.org/p/nbr/nberwo/7613.html,https://ideas.repec.org/p/nbr/nberwo/7613.html,web_reference,,,,,medium,seed_source,將技術分析型態以計算演算法與統計推論研究，是學術文獻中的代表人物。
100,大衛・阿隆森,David Aronson,Evidence-Based Technical Analysis,book,2006,evidence-based-ta,evidence-based-ta;backtesting;systems-trading,David R Aronson,,,https://www.wiley.com/en-ca/Evidence-Based%2BTechnical%2BAnalysis%3A%2BApplying%2Bthe%2BScientific%2BMethod%2Band%2BStatistical%2BInference%2Bto%2BTrading%2BSignals-p-9780470008744,Evidence-Based Technical Analysis,book_reference,,,/works/OL8203825W,,medium,yes,主張用科學方法與統計檢定評估技術交易訊號，是建立資料庫時避免迷信指標的重要參考。
100,大衛・阿隆森,David Aronson,https://www.wiley.com/en-ca/Evidence-Based%2BTechnical%2BAnalysis%3A%2BApplying%2Bthe%2BScientific%2BMethod%2Band%2BStatistical%2BInference%2Bto%2BTrading%2BSignals-p-9780470008744,source,,evidence-based-ta,evidence-based-ta;backtesting;systems-trading,,,,https://www.wiley.com/en-ca/Evidence-Based%2BTechnical%2BAnalysis%3A%2BApplying%2Bthe%2BScientific%2BMethod%2Band%2BStatistical%2BInference%2Bto%2BTrading%2BSignals-p-9780470008744,https://www.wiley.com/en-ca/Evidence-Based%2BTechnical%2BAnalysis%3A%2BApplying%2Bthe%2BScientific%2BMethod%2Band%2BStatistical%2BInference%2Bto%2BTrading%2BSignals-p-9780470008744,web_reference,,,,,medium,seed_source,主張用科學方法與統計檢定評估技術交易訊號，是建立資料庫時避免迷信指標的重要參考。
100,大衛・阿隆森,David Aronson,https://www.amazon.com/Evidence-Based-Technical-Analysis-Scientific-Statistical/dp/0470008741,source,,evidence-based-ta,evidence-based-ta;backtesting;systems-trading,,,,https://www.amazon.com/Evidence-Based-Technical-Analysis-Scientific-Statistical/dp/0470008741,https://www.amazon.com/Evidence-Based-Technical-Analysis-Scientific-Statistical/dp/0470008741,book_catalog,,,,,medium,seed_source,主張用科學方法與統計檢定評估技術交易訊號，是建立資料庫時避免迷信指標的重要參考。
